,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
7390,1999-029,1999-029-01,1999-029-01-01,1999-029-01-01-01,2/22/2000,1,528 U.S. 458,120 S. Ct. 1022,145 L. Ed. 2d 974,2000 U.S. LEXIS 1010,1999,1607,Rehnquist,98-2043,"HUNT-WESSON, INC. v. FRANCHISE TAX BOARD OF CALIFORNIA",1/12/2000,,25,6,4,6,1,117,6,0,301,6,301,6,0,12,2,2,3,4,0,1,0,0,80100,8,1,0,2,7,2,230,,110,102,1,9,0
7391,1999-030,1999-030-01,1999-030-01-01,1999-030-01-01-01,2/23/2000,1,528 U.S. 470,120 S. Ct. 1029,145 L. Ed. 2d 985,2000 U.S. LEXIS 1539,1999,1607,Rehnquist,98-1441,"ERNEST C. ROE, WARDEN v. LUCIO FLORES-ORTEGA",11/1/1999,,28,6,126,,1,,,0,49,,29,,0,2,5,2,1,5,0,1,0,0,10120,1,1,0,2,7,2,214,,104,102,1,6,3
7392,1999-031,1999-031-01,1999-031-01-01,1999-031-01-01-01,2/23/2000,1,528 U.S. 495,120 S. Ct. 1044,145 L. Ed. 2d 1007,2000 U.S. LEXIS 1538,1999,1607,Rehnquist,98-818,"HAROLD F. RICE v. BENJAMIN J. CAYETANO, GOVERNOR OF HAWAII",10/6/1999,,251,,28,15,1,,,0,63,,29,,0,12,2,2,3,3,0,1,0,0,20010,2,1,0,2,,2,233,,106,102,1,7,2
7393,1999-032,1999-032-01,1999-032-01-01,1999-032-01-01-01,2/23/2000,1,528 U.S. 549,120 S. Ct. 1075,145 L. Ed. 2d 1047,2000 U.S. LEXIS 1537,1999,1607,Rehnquist,98-896,"MARK ROTELLA v. ANGELA M. WOOD, et al.",11/3/1999,,204,,206,,1,,,0,120,,25,,0,2,2,1,1,2,0,0,0,0,90480,9,1,0,4,,3,362,,107,102,1,9,0
7396,1999-035,1999-035-01,1999-035-01-01,1999-035-01-01-01,3/1/2000,1,529 U.S. 53,120 S. Ct. 1114,146 L. Ed. 2d 39,2000 U.S. LEXIS 1735,1999,1607,Rehnquist,98-1696,UNITED STATES v. ROY LEE JOHNSON,12/8/1999,,27,,215,,1,,,0,81,,26,,1,2,3,2,1,4,0,1,0,0,10570,1,1,0,4,,6,600,18 U.S.C. § 3624,106,102,1,9,0
7399,1999-038,1999-038-01,1999-038-01-01,1999-038-01-01-01,3/21/2000,1,529 U.S. 120,120 S. Ct. 1291,146 L. Ed. 2d 121,2000 U.S. LEXIS 2195,1999,1607,Rehnquist,98-1152,"FOOD AND DRUG ADMINISTRATION, et al. v. BROWN & WILLIAMSON TOBACCO CORPORATION, et al.",12/1/1999,,340,,184,,1,,,0,99,,24,,0,11,3,1,1,2,0,0,0,0,80170,8,1,0,4,5,3,332,,104,102,1,5,4
7400,1999-039,1999-039-01,1999-039-01-01,1999-039-01-01-01,3/21/2000,1,529 U.S. 193,120 S. Ct. 1331,146 L. Ed. 2d 171,2000 U.S. LEXIS 2194,1999,1607,Rehnquist,98-1960,"CORTEZ BYRD CHIPS, INC. v. BILL HARBERT CONSTRUCTION COMPANY, ETC.",1/10/2000,,122,,122,,1,,,0,42,,31,,0,2,2,1,1,4,0,1,0,0,90140,9,2,0,4,,6,600,9 U.S.C. § 9,107,102,1,9,0
7401,1999-040,1999-040-01,1999-040-01-01,1999-040-01-01-01,3/22/2000,1,529 U.S. 205,120 S. Ct. 1339,146 L. Ed. 2d 182,2000 U.S. LEXIS 2197,1999,1607,Rehnquist,99-150,"WAL-MART STORES, INC. v. SAMARA BROTHERS, INC.",1/19/2000,,238,,184,,1,,,0,96,,22,,0,12,2,1,1,4,0,1,0,0,80200,8,2,0,4,,6,600,15 U.S.C. § 1125,105,102,1,9,0
7402,1999-041,1999-041-01,1999-041-01-01,1999-041-01-01-01,3/22/2000,1,529 U.S. 217,120 S. Ct. 1346,146 L. Ed. 2d 193,2000 U.S. LEXIS 2196,1999,1607,Rehnquist,98-1189,"BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM v. SCOTT HAROLD SOUTHWORTH, et al.",11/9/1999,,26,58,239,,1,,,0,133,,27,,1,3,7,2,1,4,0,1,0,0,30010,3,1,0,2,,2,200,,106,102,1,9,0
7403,1999-042,1999-042-01,1999-042-01-01,1999-042-01-01-01,3/28/2000,1,529 U.S. 244,120 S. Ct. 1362,146 L. Ed. 2d 236,2000 U.S. LEXIS 2346,1999,1607,Rehnquist,99-137,"J. WAYNE GARNER, FORMER CHAIRMAN OF THE STATE BOARD OF PARDONS AND PAROLES OF GEORGIA, et al. v. ROBERT L. JONES",1/11/2000,,28,13,126,,1,117,13,0,60,,31,,0,11,3,2,1,4,0,1,0,0,10180,1,1,0,2,5,1,127,,106,102,1,6,3
7405,1999-044,1999-044-01,1999-044-01-01,1999-044-01-01-01,3/29/2000,1,529 U.S. 277,120 S. Ct. 1382,146 L. Ed. 2d 265,2000 U.S. LEXIS 2347,1999,1607,Rehnquist,98-1161,"CITY OF ERIE, et al. v. PAP'S A. M., TDBA 'KANDYLAND'",11/10/1999,,3,45,242,,1,,,0,302,45,300,45,0,12,3,2,1,4,0,1,0,0,30190,3,1,0,2,,2,200,,104,102,1,6,3
7406,1999-045,1999-045-01,1999-045-01-01,1999-045-01-01-01,4/3/2000,5,529 U.S. 333,120 S. Ct. 1578,146 L. Ed. 2d 306,2000 U.S. LEXIS 2378,1999,1607,Rehnquist,99-391,"ROBIN FREE, et al. v. ABBOTT LABORATORIES, INC., et al.",3/27/2000,,501,,143,,1,,,0,,,,,0,12,,3,1,2,0,0,0,0,,,1,0,3,,,,,,,1,4,4
7407,1999-046,1999-046-01,1999-046-01-01,1999-046-01-01-01,4/17/2000,1,529 U.S. 334,120 S. Ct. 1462,146 L. Ed. 2d 365,2000 U.S. LEXIS 2520,1999,1607,Rehnquist,98-9349,STEVEN DEWAYNE BOND v. UNITED STATES,2/29/2000,,100,,27,,1,,,0,122,,25,,0,11,2,1,1,3,0,1,0,0,10050,1,2,0,1,,2,205,,102,102,1,7,2
7408,1999-047,1999-047-01,1999-047-01-01,1999-047-01-01-01,4/17/2000,1,529 U.S. 344,120 S. Ct. 1467,146 L. Ed. 2d 374,2000 U.S. LEXIS 2519,1999,1607,Rehnquist,99-312,"NORFOLK SOUTHERN RAILWAY COMPANY v. DEDRA SHANKLIN, INDIVIDUALLY, AND AS NEXT FRIEND OF JESSIE GUY SHANKLIN",3/1/2000,,231,,208,,1,29,,0,118,,26,,0,2,2,2,1,4,0,1,0,0,100020,10,1,0,5,4,6,600,49 U.S.C. § 2010,104,102,1,7,2
7409,1999-048,1999-048-01,1999-048-01-01,1999-048-01-01-01,4/18/2000,1,529 U.S. 362,120 S. Ct. 1495,146 L. Ed. 2d 389,2000 U.S. LEXIS 2837,1999,1607,Rehnquist,98-8384,"TERRY WILLIAMS v. JOHN TAYLOR, WARDEN",10/4/1999,,126,,28,55,1,,,0,126,,24,,0,12,3,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,,103,103,1,6,3
7410,1999-050,1999-050-01,1999-050-01-01,1999-050-01-01-01,4/18/2000,1,529 U.S. 420,120 S. Ct. 1479,146 L. Ed. 2d 435,2000 U.S. LEXIS 2836,1999,1607,Rehnquist,99-6615,"MICHAEL WAYNE WILLIAMS v. JOHN TAYLOR, WARDEN",2/28/2000,,126,,28,55,1,,,0,126,,24,,1,11,2,1,1,7,0,1,0,0,10020,1,2,0,4,,3,341,,106,102,1,9,0
7411,1999-051,1999-051-01,1999-051-01-01,1999-051-01-01-01,4/25/2000,1,529 U.S. 446,120 S. Ct. 1587,146 L. Ed. 2d 518,2000 U.S. LEXIS 2992,1999,1607,Rehnquist,98-2060,"RONALD D. EDWARDS, WARDEN v. ROBERT W. CARPENTER",2/28/2000,,28,41,126,,1,,,0,104,,26,,0,12,2,2,1,4,0,1,0,0,10020,1,1,0,7,,,,,105,102,1,7,2
7412,1999-052,1999-052-01,1999-052-01-01,1999-052-01-01-01,4/25/2000,1,529 U.S. 460,120 S. Ct. 1579,146 L. Ed. 2d 530,2000 U.S. LEXIS 2991,1999,1607,Rehnquist,99-502,"DONALD E. NELSON v. ADAMS, USA, INC., et al.",3/27/2000,,122,,122,,1,,,0,103,,26,,1,12,2,1,1,4,0,1,0,0,40020,4,2,0,1,,2,207,,109,102,1,9,0
7413,1999-053,1999-053-01,1999-053-01-01,1999-053-01-01-01,4/26/2000,1,529 U.S. 473,120 S. Ct. 1595,146 L. Ed. 2d 542,2000 U.S. LEXIS 3000,1999,1607,Rehnquist,98-6322,"ANTONIO TONTON SLACK v. ELDON MCDANIEL, WARDEN, et al.",10/4/1999,3/29/2000,215,,28,33,1,,,0,90,,29,,0,12,2,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,,106,102,1,7,2
7414,1999-054,1999-054-01,1999-054-01-01,1999-054-01-01-01,4/26/2000,1,529 U.S. 494,120 S. Ct. 1608,146 L. Ed. 2d 561,2000 U.S. LEXIS 2999,1999,1607,Rehnquist,98-1480,"ROBERT A. BECK, II v. RONALD M. PRUPIS, et al.",11/3/1999,,185,,185,,1,,,0,58,,31,,0,2,2,1,1,2,0,0,0,0,10570,1,1,0,4,,3,362,,108,102,1,7,2
7415,1999-055,1999-055-01,1999-055-01-01,1999-055-01-01-01,5/1/2000,1,529 U.S. 513,120 S. Ct. 1620,146 L. Ed. 2d 577,2000 U.S. LEXIS 3004,1999,1607,Rehnquist,98-7540,SCOTT LESLIE CARMELL v. TEXAS,11/30/1999,,100,,28,51,1,,,0,302,51,301,51,0,5,2,1,3,4,0,1,0,0,10600,1,2,0,2,,1,127,,103,103,1,5,4
7416,1999-056,1999-056-01,1999-056-01-01,1999-056-01-01-01,5/1/2000,1,529 U.S. 576,120 S. Ct. 1655,146 L. Ed. 2d 621,2000 U.S. LEXIS 3003,1999,1607,Rehnquist,98-1167,"EDWARD CHRISTENSEN, et al. v. HARRIS COUNTY, et al.",2/23/2000,,8,51,5,51,1,71,,0,121,,25,,1,2,3,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,108,102,1,6,3
7417,1999-057,1999-057-01,1999-057-01-01,1999-057-01-01-01,5/15/2000,1,529 U.S. 598,120 S. Ct. 1740,146 L. Ed. 2d 658,2000 U.S. LEXIS 3422,1999,1607,Rehnquist,99-5,"UNITED STATES v. ANTONIO J. MORRISON, et al.",1/11/2000,,27,,239,,1,,,0,127,,24,,1,13,2,1,2,2,0,0,0,0,100120,10,1,0,1,,6,600,42 U.S.C. § 1398,102,102,1,5,4
7418,1999-058,1999-058-01,1999-058-01-01,1999-058-01-01-01,5/15/2000,1,529 U.S. 667,120 S. Ct. 1780,146 L. Ed. 2d 707,2000 U.S. LEXIS 3136,1999,1607,Rehnquist,99-116,JEFFREY ALLAN FISCHER v. UNITED STATES,2/22/2000,,185,,27,,1,,,0,56,,31,,0,11,2,2,1,2,0,0,0,0,20190,2,2,0,4,,6,600,18 U.S.C. § 666,106,102,1,7,2
7419,1999-059,1999-059-01,1999-059-01-01,1999-059-01-01-01,5/15/2000,1,529 U.S. 694,120 S. Ct. 1795,146 L. Ed. 2d 727,2000 U.S. LEXIS 3135,1999,1607,Rehnquist,99-5153,CORNELL JOHNSON v. UNITED STATES,2/22/2000,,217,,27,,1,,,0,116,,26,,0,2,2,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,18 U.S.C. § 3583,107,102,1,8,1
7420,1999-060,1999-060-01,1999-060-01-01,1999-060-01-01-01,5/15/2000,1,529 U.S. 728,120 S. Ct. 1815,146 L. Ed. 2d 753,2000 U.S. LEXIS 3134,1999,1607,Rehnquist,98-1991,"PUBLIC LANDS COUNCIL, et al. v. BRUCE BABBITT, SECRETARY OF THE INTERIOR, et al.",3/1/2000,,152,,326,,1,26,,0,134,,30,,1,11,6,2,1,2,0,0,0,0,80130,8,2,0,5,4,6,600,43 U.S.C. § 315,110,102,1,9,0
7421,1999-061,1999-061-01,1999-061-01-01,1999-061-01-01-01,5/22/2000,1,529 U.S. 753,120 S. Ct. 1851,146 L. Ed. 2d 826,2000 U.S. LEXIS 3429,1999,1607,Rehnquist,98-9828,MARIA SUZUKI OHLER v. UNITED STATES,3/20/2000,,100,,27,,1,,,0,51,,29,,0,4,2,1,1,2,0,0,0,0,10570,1,1,0,4,,4,402,,102,102,1,5,4
7422,1999-062,1999-062-01,1999-062-01-01,1999-062-01-01-01,5/22/2000,1,529 U.S. 765,120 S. Ct. 1858,146 L. Ed. 2d 836,2000 U.S. LEXIS 3428,1999,1607,Rehnquist,98-1828,"VERMONT AGENCY OF NATURAL RESOURCES v. UNITED STATES, EX REL., JONATHAN STEVENS",11/29/1999,,7,53,27,,1,,,0,124,,22,,1,12,2,1,1,3,0,1,0,0,90220,9,2,0,1,,1,139,,105,102,1,9,0
7423,1999-063,1999-063-01,1999-063-01-01,1999-063-01-01-01,5/22/2000,1,529 U.S. 803,120 S. Ct. 1878,146 L. Ed. 2d 865,2000 U.S. LEXIS 3427,1999,1607,Rehnquist,98-1682,"UNITED STATES, et al. v. PLAYBOY ENTERTAINMENT GROUP, INC.",11/30/1999,,27,,124,,2,,,1,54,,54,,0,1,9,2,2,2,0,0,0,0,30010,3,2,0,1,,6,600,47 U.S.C. § 561,106,103,1,5,4
7424,1999-064,1999-064-01,1999-064-01-01,1999-064-01-01-01,5/22/2000,1,529 U.S. 848,120 S. Ct. 1904,146 L. Ed. 2d 902,2000 U.S. LEXIS 3426,1999,1607,Rehnquist,99-5739,DEWEY J. JONES v. UNITED STATES,3/21/2000,,100,,27,,1,,,0,68,,27,,0,2,2,1,1,4,0,1,0,0,10570,1,2,0,4,,3,339,,109,102,1,9,0
7425,1999-065,1999-065-01,1999-065-01-01,1999-065-01-01-01,5/22/2000,1,529 U.S. 861,120 S. Ct. 1913,146 L. Ed. 2d 914,2000 U.S. LEXIS 3425,1999,1607,Rehnquist,98-1811,"ALEXIS GEIER, et al. v. AMERICAN HONDA MOTOR COMPANY, INC., et al.",12/7/1999,,208,,189,,1,29,,0,55,,32,,0,8,2,2,1,2,0,0,0,0,100030,10,2,0,5,4,6,600,15 U.S.C. § 1381,110,102,1,5,4
7426,1999-066,1999-066-01,1999-066-01-01,1999-066-01-01-01,5/30/2000,1,530 U.S. 1,120 S. Ct. 1942,147 L. Ed. 2d 1,2000 U.S. LEXIS 3624,1999,1607,Rehnquist,99-409,"HARTFORD UNDERWRITERS INSURANCE COMPANY v. UNION PLANTERS BANK, N. A.",3/20/2000,,171,,135,,1,,,0,86,,28,,0,12,3,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,105,102,1,9,0
7429,1999-069,1999-069-01,1999-069-01-01,1999-069-01-01-01,6/5/2000,7,530 U.S. 57,120 S. Ct. 2054,147 L. Ed. 2d 49,2000 U.S. LEXIS 3767,1999,1607,Rehnquist,99-138,"JENIFER TROXEL, ET VIR v. TOMMIE GRANVILLE",1/12/2000,,202,,188,,1,,,0,302,56,300,56,1,12,2,2,3,2,0,0,0,0,50010,5,2,0,2,,2,230,,104,102,1,6,3
7430,1999-070,1999-070-01,1999-070-01-01,1999-070-01-01-01,6/5/2000,1,530 U.S. 103,120 S. Ct. 2080,147 L. Ed. 2d 80,2000 U.S. LEXIS 3766,1999,1607,Rehnquist,98-9537,"JUATASSA SIMS v. KENNETH S. APFEL, COMMISSIONER OF SOCIAL SECURITY",3/28/2000,,140,,406,,1,106,,0,84,,25,,0,12,2,1,1,4,0,1,0,0,90120,9,2,0,5,4,3,370,,108,103,1,5,4
7431,1999-071,1999-071-01,1999-071-01-01,1999-071-01-01-01,6/5/2000,1,530 U.S. 120,120 S. Ct. 2090,147 L. Ed. 2d 94,2000 U.S. LEXIS 3765,1999,1607,Rehnquist,99-658,"JAIME CASTILLO, et al., v. UNITED STATES",4/24/2000,,100,,27,,1,,,0,122,,25,,0,2,2,1,1,4,0,1,0,0,10440,1,2,0,4,,6,600,18 U.S.C. § 924,110,102,1,9,0
7434,1999-074,1999-074-01,1999-074-01-01,1999-074-01-01-01,6/12/2000,1,530 U.S. 211,120 S. Ct. 2143,147 L. Ed. 2d 164,2000 U.S. LEXIS 3964,1999,1607,Rehnquist,98-1949,"LORI PEGRAM, et al. v. CYNTHIA HERDRICH",2/23/2000,,165,,180,,1,,,0,65,,27,,1,12,3,2,1,3,0,1,0,0,80090,8,1,0,4,,3,323,,107,102,1,9,0
7435,1999-075,1999-075-01,1999-075-01-01,1999-075-01-01-01,6/12/2000,1,530 U.S. 238,120 S. Ct. 2180,147 L. Ed. 2d 187,2000 U.S. LEXIS 3962,1999,1607,Rehnquist,99-579,"HARRIS TRUST AND SAVINGS BANK, ETC., et al. v. SALOMON SMITH BARNEY INC., et al.",4/17/2000,,146,,119,,1,,,0,66,,27,,0,2,3,1,1,4,0,1,0,0,80090,8,2,0,4,,3,323,,108,102,1,9,0
7437,1999-077,1999-077-01,1999-077-01-01,1999-077-01-01-01,6/19/2000,1,530 U.S. 290,120 S. Ct. 2266,147 L. Ed. 2d 295,2000 U.S. LEXIS 4154,1999,1607,Rehnquist,99-62,"SANTA FE INDEPENDENT SCHOOL DISTRICT v. JANE DOE, INDIVIDUALLY AND AS NEXT FRIEND FOR HER MINOR CHILDREN, JANE AND JOHN DOE, et al.",3/29/2000,,21,51,239,,1,,,0,121,,25,,1,11,3,2,1,2,0,0,0,0,30170,3,2,0,2,,2,203,,103,103,1,6,3
7438,1999-078,1999-078-01,1999-078-01-01,1999-078-01-01-01,6/19/2000,1,530 U.S. 327,120 S. Ct. 2246,147 L. Ed. 2d 326,2000 U.S. LEXIS 4296,1999,1607,Rehnquist,99-224,"CHARLES B. MILLER, SUPERINTENDENT, PENDLETON CORRECTIONAL FACILITY, et al., v. RICHARD A. FRENCH, et al.",4/18/2000,,28,18,215,,1,,,0,69,,27,,1,2,2,2,1,4,0,1,0,0,10600,1,1,0,4,1,6,600,18 U.S.C. § 3696,104,102,1,5,4
7439,1999-079,1999-079-01,1999-079-01-01,1999-079-01-01-01,6/19/2000,1,530 U.S. 363,120 S. Ct. 2288,147 L. Ed. 2d 352,2000 U.S. LEXIS 4153,1999,1607,Rehnquist,99-474,"STEPHEN P. CROSBY, SECRETARY OF ADMINISTRATION AND FINANCE OF MASSACHUSETTS, et al., v. NATIONAL FOREIGN TRADE COUNCIL",3/22/2000,,19,26,122,,1,,,0,80,,21,,0,10,2,2,3,2,0,0,0,0,100050,10,2,0,2,,1,148,,107,102,1,9,0
7440,1999-080,1999-080-01,1999-080-01-01,1999-080-01-01-01,6/19/2000,1,530 U.S. 392,120 S. Ct. 2304,147 L. Ed. 2d 374,2000 U.S. LEXIS 4297,1999,1607,Rehnquist,8 ORIG,"STATE OF ARIZONA v. STATE OF CALIFORNIA, et al.",4/25/2000,,28,4,28,6,9,,,0,,,,,0,1,,,1,,0,1,0,0,20150,2,2,0,7,,5,506,,109,103,1,6,3
7441,1999-081,1999-081-01,1999-081-01-01,1999-081-01-01-01,6/26/2000,1,530 U.S. 428,120 S. Ct. 2326,147 L. Ed. 2d 405,2000 U.S. LEXIS 4305,1999,1607,Rehnquist,99-5525,CHARLES THOMAS DICKERSON v. UNITED STATES,4/19/2000,,100,,27,,1,,,0,126,,24,,1,10,4,1,2,3,0,1,0,0,10100,1,2,0,1,,2,209,,102,102,1,7,2
7442,1999-082,1999-082-01,1999-082-01-01,1999-082-01-01-01,6/26/2000,1,530 U.S. 466,120 S. Ct. 2348,147 L. Ed. 2d 435,2000 U.S. LEXIS 4304,1999,1607,Rehnquist,99-478,"CHARLES C. APPRENDI, JR. v. NEW JERSEY",3/28/2000,,100,,28,35,1,,,0,302,35,300,35,1,12,2,1,3,4,0,1,0,0,10560,1,2,0,2,,2,230,,103,103,1,5,4
7443,1999-083,1999-083-01,1999-083-01-01,1999-083-01-01-01,6/26/2000,1,530 U.S. 567,120 S. Ct. 2402,147 L. Ed. 2d 502,2000 U.S. LEXIS 4303,1999,1607,Rehnquist,99-401,"CALIFORNIA DEMOCRATIC PARTY, et al. v. BILL JONES, SECRETARY OF STATE OF CALIFORNIA, et al.",4/24/2000,,211,,19,6,1,,,0,49,,29,,0,12,2,1,3,3,0,1,0,0,20030,2,2,0,2,,2,201,,105,102,1,7,2
7446,1999-086,1999-086-01,1999-086-01-01,1999-086-01-01-01,6/28/2000,1,530 U.S. 703,120 S. Ct. 2480,147 L. Ed. 2d 597,2000 U.S. LEXIS 4486,1999,1607,Rehnquist,98-1856,"LEILA JEANNE HILL, AUDREY HIMMELMANN, AND EVERITT W. SIMPSON, JR. v. COLORADO, et al.",1/19/2000,,218,,28,7,1,,,0,302,7,300,7,0,10,2,2,1,2,0,0,0,0,50020,5,2,0,2,,2,200,,103,102,1,6,3
7448,1999-088,1999-088-01,1999-088-01-01,1999-088-01-01-01,6/28/2000,1,530 U.S. 914,120 S. Ct. 2597,147 L. Ed. 2d 743,2000 U.S. LEXIS 4484,1999,1607,Rehnquist,99-830,"DON STENBERG, ATTORNEY GENERAL OF NEBRASKA, et al. v. LEROY CARHART",4/25/2000,,19,32,206,,1,,,0,89,,28,,0,11,2,2,3,2,0,0,0,0,50020,5,2,0,2,,2,230,,110,103,1,5,4
7449,1999-089,1999-089-01,1999-089-01-01,1999-089-01-01-01,6/29/2000,4,530 U.S. 1021,120 S. Ct. 2767,147 L. Ed. 2d 815,2000 U.S. LEXIS 4684,1999,1607,Rehnquist,84 ORIG,UNITED STATES OF AMERICA v. STATE OF ALASKA,,,27,,28,2,9,,,0,,,,,0,1,,,1,,0,1,0,0,100040,10,2,0,4,,3,368,,,,1,9,0
7450,2000-001,2000-001-01,2000-001-01-01,2000-001-01-01-01,10/10/2000,4,531 U.S. 1,121 S. Ct. 292,148 L. Ed. 2d 1,2000 U.S. LEXIS 6841,2000,1607,Rehnquist,8 ORIG,"STATE OF ARIZONA v. STATE OF CALIFORNIA, et al.",,,28,4,28,6,9,,,0,,,,,0,1,,,1,,0,1,0,0,20150,2,2,0,3,,,,,,,1,9,0
7451,2000-002,2000-002-01,2000-002-01-01,2000-002-01-01-01,11/7/2000,1,531 U.S. 4,121 S. Ct. 361,148 L. Ed. 2d 213,2000 U.S. LEXIS 7437,2000,1607,Rehnquist,99-1238,"CHRISTOPHER ARTUZ, SUPERINTENDENT, GREEN HAVEN CORRECTIONAL FACILITY v. TONY BRUCE BENNETT",10/10/2000,,28,37,137,,1,,,0,94,,22,,0,12,4,2,1,2,0,0,0,0,10020,1,2,0,4,,6,600,8 U.S.C. § 2244,105,102,1,9,0
7452,2000-003,2000-003-01,2000-003-01-01,2000-003-01-01-01,11/7/2000,1,531 U.S. 12,121 S. Ct. 365,148 L. Ed. 2d 221,2000 U.S. LEXIS 7436,2000,1607,Rehnquist,99-804,CARL W. CLEVELAND v. UNITED STATES,10/10/2000,,177,,27,,1,,,0,75,,25,,0,2,2,2,1,4,0,1,0,0,10450,1,1,0,4,,6,600,18 U.S.C. § 1341,109,102,1,9,0
7454,2000-005,2000-005-01,2000-005-01-01,2000-005-01-01-01,11/28/2000,1,531 U.S. 32,121 S. Ct. 447,148 L. Ed. 2d 333,2000 U.S. LEXIS 8084,2000,1607,Rehnquist,99-1030,"CITY OF INDIANAPOLIS, et al. v. JAMES EDMOND et al.",10/3/2000,,3,18,214,,1,,,0,69,,27,,0,12,3,2,4,2,0,0,0,0,10060,1,2,0,2,,2,205,,104,103,1,6,3
7455,2000-006,2000-006-01,2000-006-01-01,2000-006-01-01-01,11/28/2000,1,531 U.S. 57,121 S. Ct. 462,148 L. Ed. 2d 354,2000 U.S. LEXIS 8083,2000,1607,Rehnquist,99-1038,"EASTERN ASSOCIATED COAL CORPORATION v. UNITED MINE WORKERS OF AMERICA, DISTRICT 17, et al.",10/2/2000,,151,,249,,1,,,0,131,,24,,0,2,2,2,1,2,0,0,0,0,70080,7,2,0,4,5,6,600,105 Stat. 952,110,102,1,9,0
7456,2000-007,2000-007-01,2000-007-01-01,2000-007-01-01-01,12/4/2000,6,531 U.S. 70,121 S. Ct. 471,148 L. Ed. 2d 366,2000 U.S. LEXIS 8087,2000,1607,Rehnquist,00-836,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,,211,,18,12,1,,,0,302,12,300,12,0,11,3,2,1,5,0,1,0,0,90190,9,1,0,3,,,,,,,1,9,0
7457,2000-008,2000-008-01,2000-008-01-01,2000-008-01-01-01,12/11/2000,1,531 U.S. 79,121 S. Ct. 513,148 L. Ed. 2d 373,2000 U.S. LEXIS 8279,2000,1607,Rehnquist,99-1235,GREEN TREE FINANCIAL CORP.-ALABAMA AND GREEN TREE FINANCIAL CORPORATION v. LARKETTA RANDOLPH,10/3/2000,,135,,138,,1,,,0,41,,31,,0,2,6,1,1,6,0,1,0,0,90380,9,2,0,4,,6,600,9 U.S.C. § 16,102,102,1,9,0
7459,2000-010,2000-010-01,2000-010-01-01,2000-010-01-01-01,1/9/2001,1,531 U.S. 159,121 S. Ct. 675,148 L. Ed. 2d 576,2001 U.S. LEXIS 640,2000,1607,Rehnquist,99-1178,"SOLID WASTE AGENCY OF NORTHERN COOK COUNTY v. UNITED STATES ARMY CORPS OF ENGINEERS, et al.",10/31/2000,,3,17,306,,1,6,,0,66,,27,,0,12,2,2,1,3,0,1,0,0,80130,8,1,0,4,5,6,600,33 U.S.C. § 1334,102,102,1,5,4
7460,2000-011,2000-011-01,2000-011-01-01,2000-011-01-01-01,1/9/2001,1,531 U.S. 198,121 S. Ct. 696,148 L. Ed. 2d 604,2001 U.S. LEXIS 639,2000,1607,Rehnquist,99-8576,PAUL L. GLOVER v. UNITED STATES,11/27/2000,,126,,27,,1,,,0,66,,27,,0,12,2,1,1,4,0,1,0,0,10120,1,2,0,7,1,2,214,,106,102,1,9,0
7461,2000-012,2000-012-01,2000-012-01-01,2000-012-01-01-01,1/9/2001,1,531 U.S. 206,121 S. Ct. 701,148 L. Ed. 2d 613,2001 U.S. LEXIS 638,2000,1607,Rehnquist,99-1295,"DAVID A. GITLITZ, ET UX., et al. v. COMMISSIONER OF INTERNAL REVENUE",10/2/2000,,240,,369,,1,69,,0,9,,30,,0,2,2,2,1,3,0,1,0,0,120010,12,1,0,4,,3,345,,108,102,1,8,1
7462,2000-013,2000-013-01,2000-013-01-01,2000-013-01-01-01,1/9/2001,6,531 U.S. 225,121 S. Ct. 712,148 L. Ed. 2d 629,2001 U.S. LEXIS 641,2000,1607,Rehnquist,98-942,"WILLIAM FIORE v. GREGORY WHITE, WARDEN, et al.",10/12/1999,,100,,28,45,1,,,0,111,,23,,0,11,3,1,1,4,0,1,0,0,40010,4,2,0,2,,2,230,,,,1,9,0
7463,2000-014,2000-014-01,2000-014-01-01,2000-014-01-01-01,1/10/2001,1,531 U.S. 230,121 S. Ct. 714,148 L. Ed. 2d 635,2001 U.S. LEXIS 642,2000,1607,Rehnquist,99-7504,"CHRISTOPHER A. LOPEZ v. RANDY J. DAVIS, WARDEN, et al.",10/30/2000,,215,,27,,1,36,,0,115,,28,,0,2,3,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,18 U.S.C. § 3621,109,104,1,6,3
